user_id,department,timestamp,auth_type,success,system_accessed
EMP1020,Sales,2026-07-07 10:16:00,token,true,Internal-Wiki
EMP1029,HR,2026-07-15 16:15:00,sso,true,Snowflake-Dev
EMP1021,Finance,2026-07-12 15:13:00,token,true,Finance-ERP
EMP1037,IT,2026-07-23 17:38:00,sso,false,HR-Portal
EMP1023,HR,2026-07-04 14:17:00,token,true,HR-Portal
EMP1012,Sales,2026-07-08 08:45:00,sso,true,Finance-ERP
EMP1016,Finance,2026-07-01 12:24:00,key,true,Snowflake-Prod
EMP1009,Engineering,2026-07-10 09:18:00,key,true,Internal-Wiki
EMP1016,Finance,2026-07-24 09:43:00,key,true,Snowflake-Prod
EMP1004,Finance,2026-07-06 18:27:00,sso,true,Finance-ERP
EMP1005,Finance,2026-07-27 18:31:00,basic,true,Snowflake-Dev
EMP1015,IT,2026-07-01 22:36:00,token,true,HR-Portal
EMP1012,Sales,2026-08-04 14:33:00,sso,true,Finance-ERP
EMP1038,Marketing,2026-07-15 15:23:00,basic,true,Internal-Wiki
EMP1038,Marketing,2026-07-16 09:44:00,basic,true,Internal-Wiki
EMP1025,Sales,2026-07-13 15:46:00,basic,false,Snowflake-Prod
EMP1014,Finance,2026-07-29 12:29:00,token,true,Finance-ERP
EMP1009,Engineering,2026-07-16 12:41:00,key,true,Internal-Wiki
EMP1035,Engineering,2026-07-27 17:47:00,sso,true,Internal-Wiki
EMP1031,IT,2026-07-09 15:28:00,key,true,Sales-CRM
EMP1019,Engineering,2026-08-01 16:42:00,token,true,HR-Portal
EMP1006,IT,2026-07-16 17:33:00,token,true,Snowflake-Prod
EMP1026,Finance,2026-07-29 14:21:00,sso,true,HR-Portal
EMP1015,IT,2026-07-05 10:00:00,token,true,HR-Portal
EMP1014,Finance,2026-07-06 09:08:00,token,true,Finance-ERP
EMP1004,Finance,2026-07-12 03:19:00,sso,true,Finance-ERP
EMP1038,Marketing,2026-07-21 15:28:00,basic,true,Internal-Wiki
EMP1011,Finance,2026-07-21 17:46:00,key,true,Snowflake-Prod
EMP1022,Marketing,2026-07-14 18:40:00,basic,true,Snowflake-Dev
EMP1020,Sales,2026-07-16 12:42:00,token,true,Internal-Wiki
EMP1023,HR,2026-07-04 09:27:00,token,true,HR-Portal
EMP1022,Marketing,2026-07-08 08:29:00,basic,true,Snowflake-Dev
EMP1015,IT,2026-07-26 23:49:00,token,true,HR-Portal
EMP1023,HR,2026-07-18 14:05:00,token,true,HR-Portal
EMP1007,Marketing,2026-07-27 10:56:00,sso,true,Sales-CRM
EMP1005,Finance,2026-08-04 14:13:00,basic,true,Snowflake-Dev
EMP1014,Finance,2026-07-31 12:02:00,token,true,Finance-ERP
EMP1002,Sales,2026-07-06 08:41:00,basic,true,Snowflake-Dev
EMP1009,Engineering,2026-07-14 09:53:00,key,true,Internal-Wiki
EMP1018,Sales,2026-07-12 08:20:00,key,true,Sales-CRM
EMP1009,Engineering,2026-07-25 10:41:00,key,true,Internal-Wiki
EMP1018,Sales,2026-07-04 13:32:00,key,true,Sales-CRM
EMP1027,Engineering,2026-07-28 14:05:00,key,true,Finance-ERP
EMP1039,IT,2026-07-26 13:01:00,key,true,HR-Portal
EMP1007,Marketing,2026-08-03 15:00:00,sso,true,Internal-Wiki
EMP1014,Finance,2026-07-14 12:42:00,token,true,Finance-ERP
EMP1004,Finance,2026-08-04 08:47:00,sso,true,Finance-ERP
EMP1005,Finance,2026-07-29 16:06:00,basic,true,Snowflake-Dev
EMP1027,Engineering,2026-07-10 14:44:00,key,true,Finance-ERP
EMP1034,Finance,2026-07-27 13:29:00,basic,true,Snowflake-Prod
EMP1001,Marketing,2026-07-17 16:48:00,basic,true,Snowflake-Prod
EMP1017,Finance,2026-07-17 15:13:00,key,true,Snowflake-Dev
EMP1035,Engineering,2026-07-03 15:34:00,sso,true,Internal-Wiki
EMP1028,Engineering,2026-07-07 18:48:00,token,true,Internal-Wiki
EMP1015,IT,2026-07-01 08:19:00,token,true,HR-Portal
EMP1007,Marketing,2026-07-23 16:56:00,sso,true,Internal-Wiki
EMP1012,Sales,2026-07-13 10:50:00,sso,true,Finance-ERP
EMP1032,Sales,2026-08-03 14:58:00,sso,true,Snowflake-Dev
EMP1020,Sales,2026-07-17 13:32:00,token,true,Internal-Wiki
EMP1038,Marketing,2026-08-02 10:22:00,basic,true,Internal-Wiki
EMP1015,IT,2026-07-16 09:22:00,token,true,Sales-CRM
EMP1031,IT,2026-07-02 16:03:00,key,true,Sales-CRM
EMP1013,Marketing,2026-07-16 17:24:00,key,true,Sales-CRM
EMP1026,Finance,2026-07-22 14:06:00,sso,false,HR-Portal
EMP1026,Finance,2026-07-22 17:24:00,sso,true,HR-Portal
EMP1008,HR,2026-07-30 09:42:00,sso,true,Finance-ERP
EMP1020,Sales,2026-07-14 10:48:00,token,true,Internal-Wiki
EMP1028,Engineering,2026-07-17 15:54:00,token,true,Internal-Wiki
EMP1036,HR,2026-08-02 14:06:00,key,false,Sales-CRM
EMP1005,Finance,2026-08-02 18:07:00,basic,true,Snowflake-Dev
EMP1040,Finance,2026-07-26 17:07:00,key,true,HR-Portal
EMP1022,Marketing,2026-07-07 16:43:00,basic,true,Snowflake-Dev
EMP1015,IT,2026-07-07 13:54:00,token,true,HR-Portal
EMP1025,Sales,2026-07-31 09:15:00,basic,true,Snowflake-Prod
EMP1024,Marketing,2026-07-10 18:59:00,basic,true,Finance-ERP
EMP1025,Sales,2026-07-12 17:36:00,basic,true,Snowflake-Prod
EMP1011,Finance,2026-07-04 16:05:00,key,true,Snowflake-Prod
EMP1003,Marketing,2026-07-12 15:33:00,token,true,Snowflake-Prod
EMP1038,Marketing,2026-07-22 09:55:00,basic,true,Internal-Wiki
EMP1002,Sales,2026-07-18 08:51:00,basic,true,Snowflake-Dev
EMP1034,Finance,2026-07-16 18:51:00,basic,true,Snowflake-Prod
EMP1015,IT,2026-07-26 16:23:00,token,true,HR-Portal
EMP1039,IT,2026-07-01 12:54:00,key,true,HR-Portal
EMP1033,IT,2026-07-14 10:34:00,basic,true,Sales-CRM
EMP1019,Engineering,2026-08-01 11:07:00,token,true,HR-Portal
EMP1029,HR,2026-07-06 17:02:00,sso,true,Snowflake-Dev
EMP1007,Marketing,2026-07-16 18:15:00,sso,true,Internal-Wiki
EMP1022,Marketing,2026-07-21 18:54:00,basic,true,Snowflake-Dev
EMP1036,HR,2026-08-04 12:57:00,key,true,Sales-CRM
EMP1014,Finance,2026-07-14 11:21:00,token,true,Finance-ERP
EMP1010,Engineering,2026-07-16 11:39:00,key,true,Snowflake-Dev
EMP1008,HR,2026-07-18 17:14:00,sso,true,Finance-ERP
EMP1021,Finance,2026-07-19 18:31:00,token,true,Finance-ERP
EMP1039,IT,2026-07-09 12:20:00,key,true,HR-Portal
EMP1029,HR,2026-07-23 08:26:00,sso,true,Snowflake-Dev
EMP1031,IT,2026-07-03 18:24:00,key,true,Sales-CRM
EMP1028,Engineering,2026-07-26 16:05:00,token,true,Internal-Wiki
EMP1017,Finance,2026-07-16 18:31:00,key,true,Snowflake-Dev
EMP1029,HR,2026-07-07 13:45:00,sso,true,Snowflake-Dev
EMP1010,Engineering,2026-08-02 14:26:00,key,true,Snowflake-Dev
EMP1022,Marketing,2026-08-04 14:29:00,basic,true,Snowflake-Dev
EMP1037,IT,2026-07-25 13:01:00,sso,true,HR-Portal
EMP1017,Finance,2026-07-03 09:38:00,key,true,Snowflake-Dev
EMP1004,Finance,2026-07-30 10:32:00,sso,true,Finance-ERP
EMP1005,Finance,2026-07-22 17:49:00,basic,true,Snowflake-Dev
EMP1037,IT,2026-07-25 18:57:00,sso,true,HR-Portal
EMP1029,HR,2026-07-30 18:33:00,sso,true,Snowflake-Dev
EMP1003,Marketing,2026-07-02 11:12:00,token,true,Snowflake-Prod
EMP1036,HR,2026-08-03 14:07:00,key,true,Sales-CRM
EMP1017,Finance,2026-07-07 17:43:00,key,true,Snowflake-Dev
EMP1036,HR,2026-07-02 17:59:00,key,true,Sales-CRM
EMP1037,IT,2026-07-06 09:46:00,sso,true,HR-Portal
EMP1032,Sales,2026-07-20 15:52:00,sso,false,Snowflake-Dev
EMP1006,IT,2026-08-01 14:41:00,token,true,Snowflake-Prod
EMP1031,IT,2026-08-04 18:52:00,key,true,Sales-CRM
EMP1013,Marketing,2026-07-09 11:50:00,key,true,Sales-CRM
EMP1022,Marketing,2026-07-09 17:54:00,basic,true,Snowflake-Dev
EMP1004,Finance,2026-07-23 08:31:00,sso,true,Finance-ERP
EMP1016,Finance,2026-07-11 14:31:00,key,true,Snowflake-Prod
EMP1020,Sales,2026-07-17 11:07:00,token,true,Internal-Wiki
EMP1035,Engineering,2026-07-28 16:24:00,sso,true,Internal-Wiki
EMP1019,Engineering,2026-07-25 15:34:00,token,true,HR-Portal
EMP1017,Finance,2026-07-22 17:44:00,key,true,Snowflake-Dev
EMP1032,Sales,2026-07-13 16:48:00,sso,true,Snowflake-Dev
EMP1032,Sales,2026-08-03 18:20:00,sso,true,Snowflake-Dev
EMP1030,Marketing,2026-07-22 10:23:00,token,true,Finance-ERP
EMP1005,Finance,2026-07-22 08:37:00,basic,true,Snowflake-Dev
EMP1004,Finance,2026-07-18 18:08:00,sso,true,Finance-ERP
EMP1015,IT,2026-07-09 11:52:00,token,true,HR-Portal
EMP1019,Engineering,2026-07-21 12:41:00,token,true,HR-Portal
EMP1028,Engineering,2026-07-24 18:57:00,token,true,Internal-Wiki
EMP1010,Engineering,2026-07-23 12:41:00,key,true,Snowflake-Dev
EMP1031,IT,2026-07-13 13:43:00,key,true,Sales-CRM
EMP1008,HR,2026-07-30 10:51:00,sso,true,Finance-ERP
EMP1006,IT,2026-07-26 16:47:00,token,true,Snowflake-Prod
EMP1019,Engineering,2026-07-25 17:26:00,token,true,HR-Portal
EMP1006,IT,2026-07-11 12:28:00,token,true,Snowflake-Prod
EMP1004,Finance,2026-07-08 16:09:00,sso,true,Finance-ERP
EMP1022,Marketing,2026-07-08 14:44:00,basic,true,Snowflake-Dev
EMP1003,Marketing,2026-07-26 04:06:00,token,true,Snowflake-Prod
EMP1033,IT,2026-07-30 12:12:00,basic,true,Sales-CRM
EMP1033,IT,2026-07-23 09:25:00,basic,true,Sales-CRM
EMP1013,Marketing,2026-07-31 13:11:00,key,true,Sales-CRM
EMP1007,Marketing,2026-07-29 15:20:00,sso,true,Internal-Wiki
EMP1027,Engineering,2026-07-29 17:30:00,key,true,Finance-ERP
EMP1032,Sales,2026-08-01 13:59:00,sso,true,Snowflake-Dev
EMP1035,Engineering,2026-07-01 09:59:00,sso,true,Internal-Wiki
EMP1025,Sales,2026-07-01 12:26:00,basic,true,Snowflake-Prod
EMP1034,Finance,2026-07-21 15:39:00,basic,true,Snowflake-Prod
EMP1019,Engineering,2026-07-15 17:20:00,token,true,HR-Portal
EMP1002,Sales,2026-07-06 16:13:00,basic,true,Snowflake-Dev
EMP1008,HR,2026-07-30 17:38:00,sso,true,Finance-ERP
EMP1036,HR,2026-08-02 11:36:00,key,true,Sales-CRM
EMP1039,IT,2026-07-09 12:03:00,key,true,HR-Portal
EMP1018,Sales,2026-07-12 17:27:00,key,true,Sales-CRM
EMP1025,Sales,2026-08-02 18:31:00,basic,true,Snowflake-Prod
EMP1037,IT,2026-08-01 16:32:00,sso,true,HR-Portal
EMP1019,Engineering,2026-07-15 14:44:00,token,true,HR-Portal
EMP1040,Finance,2026-07-09 17:24:00,key,true,HR-Portal
EMP1013,Marketing,2026-07-20 14:42:00,key,true,Sales-CRM
EMP1025,Sales,2026-08-02 15:48:00,basic,true,Snowflake-Prod
EMP1018,Sales,2026-07-06 14:05:00,key,true,Sales-CRM
EMP1021,Finance,2026-07-05 11:22:00,token,true,HR-Portal
EMP1036,HR,2026-07-11 12:33:00,key,true,Sales-CRM
EMP1010,Engineering,2026-07-27 17:43:00,key,true,Snowflake-Dev
EMP1025,Sales,2026-07-09 09:32:00,basic,true,Snowflake-Prod
EMP1033,IT,2026-07-30 11:13:00,basic,true,Sales-CRM
EMP1004,Finance,2026-07-07 08:25:00,sso,true,Finance-ERP
EMP1006,IT,2026-07-02 12:13:00,token,true,Snowflake-Prod
EMP1015,IT,2026-07-30 18:16:00,token,true,HR-Portal
EMP1007,Marketing,2026-07-21 14:20:00,sso,true,Internal-Wiki
EMP1028,Engineering,2026-07-26 08:47:00,token,true,Internal-Wiki
EMP1031,IT,2026-07-26 16:32:00,key,true,Sales-CRM
EMP1016,Finance,2026-08-04 10:24:00,key,true,Snowflake-Prod
EMP1018,Sales,2026-07-03 13:13:00,key,true,Sales-CRM
EMP1037,IT,2026-07-13 12:02:00,sso,true,HR-Portal
EMP1036,HR,2026-07-12 10:27:00,key,true,Sales-CRM
EMP1007,Marketing,2026-08-02 11:09:00,sso,true,Internal-Wiki
EMP1013,Marketing,2026-07-25 15:25:00,key,true,Sales-CRM
EMP1017,Finance,2026-07-10 13:05:00,key,true,Snowflake-Dev
EMP1033,IT,2026-07-28 16:28:00,basic,true,Sales-CRM
EMP1037,IT,2026-07-01 08:24:00,sso,true,Sales-CRM
EMP1002,Sales,2026-07-16 11:04:00,basic,true,Snowflake-Dev
EMP1025,Sales,2026-07-20 09:13:00,basic,true,Snowflake-Prod
EMP1010,Engineering,2026-07-24 10:34:00,key,true,Snowflake-Dev
EMP1006,IT,2026-07-11 22:27:00,token,true,Snowflake-Prod
EMP1012,Sales,2026-07-22 22:11:00,sso,true,Finance-ERP
EMP1021,Finance,2026-08-04 09:08:00,token,true,Finance-ERP
EMP1016,Finance,2026-07-20 09:03:00,key,true,Snowflake-Prod
EMP1036,HR,2026-07-27 09:14:00,key,true,Sales-CRM
EMP1028,Engineering,2026-07-04 12:38:00,token,true,Internal-Wiki
EMP1020,Sales,2026-08-03 08:42:00,token,true,Internal-Wiki
EMP1021,Finance,2026-07-27 09:34:00,token,true,Finance-ERP
EMP1021,Finance,2026-07-07 10:21:00,token,true,Finance-ERP
EMP1036,HR,2026-07-01 12:18:00,key,true,Sales-CRM
EMP1031,IT,2026-07-29 13:32:00,key,true,Sales-CRM
EMP1029,HR,2026-08-03 16:39:00,sso,true,Snowflake-Dev
EMP1014,Finance,2026-07-24 13:26:00,token,true,Finance-ERP
EMP1036,HR,2026-07-13 13:35:00,key,true,Sales-CRM
EMP1033,IT,2026-07-07 10:48:00,basic,true,Sales-CRM
EMP1020,Sales,2026-08-02 12:42:00,token,true,Internal-Wiki
EMP1040,Finance,2026-07-22 09:52:00,key,true,HR-Portal
EMP1018,Sales,2026-07-16 09:01:00,key,true,Sales-CRM
EMP1009,Engineering,2026-07-27 11:41:00,key,true,Internal-Wiki
EMP1009,Engineering,2026-07-01 16:59:00,key,true,Internal-Wiki
EMP1002,Sales,2026-07-26 15:35:00,basic,true,Snowflake-Dev
EMP1025,Sales,2026-07-16 15:58:00,basic,true,Snowflake-Prod
EMP1022,Marketing,2026-07-18 09:49:00,basic,true,Snowflake-Dev
EMP1010,Engineering,2026-07-26 09:09:00,key,true,Snowflake-Dev
EMP1001,Marketing,2026-07-24 11:18:00,basic,true,Snowflake-Prod
EMP1017,Finance,2026-07-14 17:26:00,key,true,Snowflake-Dev
EMP1020,Sales,2026-07-30 13:59:00,token,true,Internal-Wiki
EMP1033,IT,2026-07-24 11:24:00,basic,true,Sales-CRM
EMP1026,Finance,2026-07-09 17:45:00,sso,true,HR-Portal
EMP1026,Finance,2026-08-02 08:02:00,sso,true,HR-Portal
EMP1040,Finance,2026-07-30 09:07:00,key,true,HR-Portal
EMP1036,HR,2026-08-01 10:12:00,key,true,Sales-CRM
EMP1038,Marketing,2026-07-21 14:38:00,basic,true,Internal-Wiki
EMP1015,IT,2026-07-15 08:42:00,token,true,HR-Portal
EMP1004,Finance,2026-07-31 14:27:00,sso,true,Finance-ERP
EMP1005,Finance,2026-07-13 10:49:00,basic,true,Snowflake-Dev
EMP1033,IT,2026-07-04 10:14:00,basic,true,Sales-CRM
EMP1009,Engineering,2026-07-31 10:29:00,key,true,Internal-Wiki
EMP1016,Finance,2026-07-19 11:47:00,key,true,Snowflake-Prod
EMP1039,IT,2026-07-16 10:19:00,key,true,HR-Portal
EMP1024,Marketing,2026-07-07 18:14:00,basic,true,Finance-ERP
EMP1015,IT,2026-07-21 13:58:00,token,false,HR-Portal
EMP1010,Engineering,2026-07-18 09:02:00,key,true,Snowflake-Dev
EMP1025,Sales,2026-07-28 10:43:00,basic,true,Snowflake-Prod
EMP1035,Engineering,2026-07-18 16:44:00,sso,true,Internal-Wiki
EMP1003,Marketing,2026-07-24 22:42:00,token,true,Snowflake-Prod
EMP1006,IT,2026-07-17 09:01:00,token,true,Snowflake-Prod
EMP1016,Finance,2026-08-01 14:07:00,key,true,Snowflake-Prod
EMP1037,IT,2026-07-25 14:11:00,sso,true,HR-Portal
EMP1004,Finance,2026-07-20 12:52:00,sso,true,Finance-ERP
EMP1006,IT,2026-08-02 14:29:00,token,true,Snowflake-Prod
EMP1026,Finance,2026-07-24 08:25:00,sso,true,HR-Portal
EMP1034,Finance,2026-07-23 17:14:00,basic,true,Snowflake-Prod
EMP1021,Finance,2026-07-28 17:32:00,token,true,Finance-ERP
EMP1001,Marketing,2026-07-11 15:22:00,basic,true,Snowflake-Prod
EMP1036,HR,2026-07-01 09:04:00,key,true,Sales-CRM
EMP1031,IT,2026-07-05 08:37:00,key,true,Sales-CRM
EMP1003,Marketing,2026-07-06 14:24:00,token,true,Snowflake-Prod
EMP1019,Engineering,2026-07-05 18:55:00,token,true,HR-Portal
EMP1003,Marketing,2026-07-13 08:20:00,token,true,Snowflake-Prod
EMP1019,Engineering,2026-07-20 13:05:00,token,true,HR-Portal
EMP1014,Finance,2026-08-01 12:20:00,token,true,Finance-ERP
EMP1021,Finance,2026-07-06 08:09:00,token,true,Finance-ERP
EMP1010,Engineering,2026-08-01 08:08:00,key,true,Snowflake-Dev
